Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Australia,AUS,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,6.28,6.74,6.37,5.93,5.4,5.03,4.78,4.38,4.23,5.56,5.21,5.08,5.22,5.66,6.08,6.05,5.71,5.59,5.3,5.16,6.61
Austria,AUT,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,4.69,4.01,4.85,4.78,5.83,5.63,5.24,4.86,4.13,5.3,4.82,4.56,4.87,5.34,5.62,5.72,6.01,5.5,4.85,4.49,5.77
Azerbaijan,AZE,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,11.78,10.91,10.04,9.17,7.99,7.26,6.62,6.33,5.86,5.74,5.63,5.42,5.19,4.97,4.91,4.96,5,5,4.9,4.84,6.27
Bahamas,BHS,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,7.16,6.87,9.05,10.84,10.2,10.2,7.54,7.88,8.18,14.25,14.33,14.52,14.02,16.18,13.8,12,12.7,9.8,10,10.11,14.41
Bahrain,BHR,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,0.95,0.98,0.98,1,1.03,1.07,1.13,1.2,1.22,1.13,1.13,1.18,1.2,1.22,1.27,1.32,1.38,1.44,1.51,1.56,4.09
Bangladesh,BGD,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,3.27,3.59,3.96,4.32,4.3,4.25,3.59,3.91,4.29,5,3.38,3.71,4.06,4.43,4.39,4.38,4.35,4.37,4.29,4.22,5.3
Barbados,BRB,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,9.35,9.85,10.32,11,9.57,9.08,8.73,7.41,8.12,10.02,10.69,11.19,11.59,11.55,12.17,11.35,9.72,9.86,10,10.1,12.79
Belarus,BLR,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,12,11.23,10.58,9.88,9.16,8.44,7.7,7.01,6.42,6.1,6.11,6.08,6.06,6.05,5.97,5.91,5.84,5.65,4.76,4.71,5.28
Belgium,BEL,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,6.59,6.18,6.91,7.68,7.36,8.44,8.25,7.46,6.98,7.91,8.29,7.14,7.54,8.43,8.52,8.48,7.83,7.09,5.95,5.36,6.01
Belize,BLZ,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,10.87,9.07,10.04,10.38,10.66,10.91,9.39,8.51,8.18,8.43,8.45,8.4,8.38,8.35,8.24,7.58,7,6.6,6.52,6.46,7.82
Benin,BEN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,0.84,0.75,0.69,0.73,0.77,0.8,0.81,0.82,0.85,0.97,1.04,2.65,2.65,2.66,2.61,2.57,2.52,2.44,2.37,2.32,2.54
Bermuda,BMU,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Bhutan,BTN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,1.64,1.9,1.86,1.8,2.49,3.1,3.13,3.7,3.68,3.96,3.32,3.23,2.05,2.87,2.63,2.45,2.42,2.36,2.3,2.27,3.74
Bolivia,BOL,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,2.89,2.88,2.91,2.9,2.87,2.82,2.72,2.64,2.6,2.86,2.55,2.22,2.05,2.39,2.01,3.07,3.5,3.66,3.52,3.46,5.61
Bosnia and Herzegovina,BIH,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,25.67,26.59,27.65,28.64,29.54,30.4,31.11,28.98,23.41,24.07,27.31,27.58,28.01,27.49,27.52,27.69,25.41,20.53,18.4,15.69,16.85
Botswana,BWA,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,15.88,18.54,21.13,23.8,21.76,19.77,17.78,17,16.35,16.17,17.86,17.85,17.86,17.88,17.78,17.71,17.62,17.46,17.32,17.21,17.7
Brazil,BRA,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,9.9,9.61,9.37,9.99,9.11,9.57,8.64,8.33,7.34,8.52,7.73,6.92,7.19,6.98,6.66,8.43,11.6,12.82,12.33,11.93,13.67
British Virgin Islands,VGB,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Brunei Darussalam,BRN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,5.53,5.64,5.73,5.82,5.95,6.1,6.3,6.49,6.61,6.46,6.51,6.64,6.71,6.8,6.97,7.69,8.47,9.32,8.7,6.92,8.37
Bulgaria,BGR,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,16.22,19.92,18.11,13.73,12.04,10.08,8.95,6.88,5.61,6.82,10.28,11.26,12.27,12.94,11.42,9.14,7.58,6.16,5.21,4.23,5.71
Burkina Faso,BFA,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,2.57,2.63,2.71,2.78,3.37,4,3.64,3.3,3.62,4.23,4.68,5.12,5.58,6.07,6.48,6.04,5.6,5.13,4.7,4.62,4.96
Burundi,BDI,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,1.87,1.86,1.89,1.89,1.85,1.81,1.73,1.66,1.63,1.75,1.74,1.7,1.67,1.64,1.57,1.55,1.53,1.48,1.45,1.42,0.8
Cabo Verde,CPV,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,10.79,10.76,10.81,10.81,10.75,10.67,10.51,10.37,10.31,10.62,10.67,10.93,11.21,11.49,11.69,11.9,12.1,12.24,12.17,12.07,13.41
Cambodia,KHM,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,1.07,1.12,1.21,1.27,1.31,1.32,1.29,1.26,0.83,0.58,0.77,0.58,0.51,0.44,0.69,0.39,0.72,0.14,0.13,0.13,0.31
Cameroon,CMR,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,7.6,7.46,6.68,5.9,5.13,4.4,3.69,3.06,3.31,3.77,4.11,3.97,3.84,3.71,3.53,3.51,3.47,3.41,3.36,3.32,3.62
Canada,CAN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,6.83,7.22,7.67,7.57,7.19,6.76,6.32,6.04,6.14,8.34,8.06,7.51,7.29,7.07,6.91,6.91,7,6.34,5.83,5.66,9.48
Cayman Islands,CYM,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Central African Republic,CAF,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,4.47,4.45,4.49,4.49,4.44,4.38,4.27,4.17,4.12,4.34,4.38,4.38,4.38,4.39,4.34,4.3,4.25,4.17,4.09,4.04,4.33
Chad,TCD,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,1.05,1.09,1.16,1.22,1.26,1.29,1.28,1.29,1.32,1.5,1.59,1.66,1.73,1.8,1.83,1.87,1.89,1.89,1.89,1.91,2.26
Channel Islands,CHI,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,5.88,5.94,5.96,5.99,6.07,6.16,6.31,6.45,6.5,6.29,6.28,6.35,6.37,6.41,6.51,6.62,6.74,6.87,7.01,7.11,8.16
Chile,CHL,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,10.49,10.39,10.17,9.77,10.16,9.34,9.02,8.43,9.29,11.31,8.42,7.34,6.66,6.21,6.67,6.51,6.74,6.96,7.23,7.29,11.51
China,CHN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,3.3,3.8,4.2,4.6,4.5,4.5,4.4,4.3,4.6,4.7,4.5,4.5,4.6,4.6,4.6,4.6,4.5,4.4,4.3,4.6,5
Colombia,COL,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,20.52,15.04,15.63,14.19,13.72,11.87,11.53,11.2,11.27,12.07,10.98,10.11,9.74,9.05,8.57,8.3,8.69,8.87,9.11,9.96,15.44
Comoros,COM,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,4.59,4.58,4.61,4.61,4.57,4.84,5.07,5.3,5.59,6.19,6.6,6.98,7.39,7.81,8.14,8.09,8.01,7.89,7.78,7.7,8.43
Congo Dem. Rep.,COD,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,2.91,2.9,2.92,2.92,2.89,2.85,2.98,3.11,3.29,3.7,3.98,4.22,4.49,4.49,4.44,4.4,4.35,4.26,4.18,4.13,4.55
Congo Rep.,COG,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,20,19.96,20.04,20.03,19.94,19.8,18.61,17.49,16.52,16.1,13.95,11.89,10,10.01,9.95,9.9,9.85,9.75,9.66,9.6,10.27
Costa Rica,CRI,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,5.08,5.92,6.33,6.56,6.39,6.57,5.74,4.49,4.78,7.71,7.17,10.14,9.78,8.77,9.06,9,8.6,8.14,9.63,11.49,17.08
Cote d'Ivoire,CIV,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,4.52,4.71,4.96,5.18,5.36,5.51,5.61,5.71,5.88,6.41,6.71,6.96,7.22,4.25,3.65,3.1,2.6,3.27,3.21,3.17,3.5
Croatia,HRV,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,16.06,15.82,15.05,13.92,13.66,12.6,11.13,9.91,8.53,9.2,11.62,13.68,15.94,17.25,17.29,16.18,13.1,11.21,8.43,6.62,7.2
Cuba,CUB,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,5.45,4.08,3.31,2.33,1.85,1.95,1.91,1.79,1.58,1.67,2.5,3.18,3.46,3.29,2.7,2.4,2,1.7,1.7,1.67,3.87
Curacao,CUW,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Cyprus,CYP,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,4.97,3.98,3.3,4.14,4.33,5.3,4.54,3.92,3.66,5.36,6.26,7.86,11.8,15.87,16.09,14.91,12.95,11.05,8.37,7.07,7.21
Czech Republic,CZE,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,8.76,7.99,7.02,7.54,8.21,7.93,7.15,5.32,4.39,6.66,7.28,6.71,6.98,6.95,6.11,5.05,3.95,2.89,2.24,2.01,2.94
Denmark,DNK,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,4.48,4.16,4.27,5.4,5.2,4.83,3.9,3.8,3.68,6.41,7.75,7.77,7.8,7.38,6.93,6.28,5.99,5.83,5.13,5.02,5.66
Djibouti,DJI,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,11.66,11.63,11.69,11.69,11.62,11.52,11.34,11.17,11.1,11.46,11.52,11.51,11.52,11.54,11.45,11.39,11.31,11.18,11.06,10.97,11.57
Dominica,DMA,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Dominican Republic,DOM,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,6.43,7.26,6.78,6.94,6.3,6.59,5.66,5.16,4.76,5.47,5.21,6.09,6.72,7.35,6.72,7.61,7.28,5.83,5.86,6.36,8.9
Ecuador,ECU,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,4.8,4.25,4.95,5.66,5,3.78,3.55,3.14,3.92,4.61,4.09,3.46,3.24,3.08,3.48,3.62,4.6,3.84,3.53,3.81,6.23
Egypt Arab Rep.,EGY,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,8.98,9.26,10.01,11.01,10.32,11.2,10.49,8.8,8.52,9.09,8.76,11.85,12.6,13.15,13.11,13.05,12.41,11.74,9.82,9.73,10.45
El Salvador,SLV,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,6.96,6.96,5.73,6.26,6.05,7.22,6.57,6.41,5.88,7.33,4.89,4.3,3.84,3.69,4.15,4,4.42,4.39,4.01,3.96,6.98
Equatorial Guinea,GNQ,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,8.54,8.52,8.57,8.56,8.51,8.42,8.26,8.12,8.06,8.37,8.42,8.42,8.43,8.44,8.36,8.31,8.24,8.13,8.03,7.95,9.15
Eritrea,ERI,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,6.87,6.85,6.89,6.89,6.84,6.76,6.62,6.5,6.44,6.72,6.76,6.76,6.77,6.78,6.71,6.66,6.6,6.5,6.41,6.34,7.44
Estonia,EST,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,13.36,13.13,10.03,11.29,10.25,8.03,5.92,4.59,5.46,13.55,16.71,12.33,10.02,8.63,7.35,6.19,6.76,5.76,5.37,4.45,6.46
Eswatini,SWZ,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,24.4,25,25.74,26.39,26.96,27.47,27.85,28.24,27.45,27.39,26.82,26.15,25.52,24.9,24.14,23.44,22.72,22.54,22.37,22.24,23.4
Ethiopia,ETH,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,3.49,3.28,3.11,2.92,2.71,2.5,2.39,2.29,2.24,2.35,2.34,2.3,2.28,2.25,2.22,2.2,2.17,2.12,2.07,2.04,2.79
Faroe Islands,FRO,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Fiji,FJI,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,3.96,3.95,3.98,3.97,3.94,3.89,3.87,3.87,3.91,4.2,4.32,4.41,4.42,4.44,4.39,4.36,4.32,4.24,4.16,4.11,4.79
Finland,FIN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,11.13,10.29,10.42,10.47,10.36,8.38,7.72,6.85,6.37,8.25,8.39,7.78,7.69,8.19,8.66,9.38,8.82,8.64,7.36,6.7,7.83
France,FRA,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,10.22,8.61,8.7,8.31,8.91,8.49,8.45,7.66,7.06,8.74,8.87,8.81,9.4,9.92,10.29,10.35,10.04,9.41,9.02,8.44,8.62
French Polynesia,PYF,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,11.57,11.67,11.71,11.64,11.62,11.62,11.69,11.74,11.82,11.57,11.58,11.67,11.71,11.77,11.92,12.06,12.23,12.4,12.59,12.72,13.81
Gabon,GAB,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,17.39,17.29,17.29,17.22,17.08,16.91,17.37,17.84,18.44,19.59,20.39,20.38,20.4,20.41,20.3,20.22,20.11,19.93,19.77,19.64,20.47
Gambia,GMB,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,9.53,9.51,9.56,9.56,9.5,9.41,9.26,9.12,9.05,9.36,9.41,9.41,9.42,9.43,9.35,9.3,9.24,9.12,9.02,8.94,9.64
Georgia,GEO,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,10.82,11.16,12.59,11.51,12.62,13.81,13.57,13.28,17.87,20.71,20.2,19.63,19.65,19.42,17.44,16.51,16.6,13.94,12.67,11.57,12.05
Germany,DEU,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,7.92,7.77,8.48,9.78,10.73,11.17,10.25,8.66,7.53,7.74,6.97,5.82,5.38,5.23,4.98,4.62,4.12,3.75,3.38,3.14,4.31
Ghana,GHA,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,10.36,9.26,8.3,7.34,6.4,5.5,4.64,4.69,4.79,5.14,5.32,5.62,5.93,6.26,6.52,6.81,5.45,4.22,4.16,4.12,4.53
Gibraltar,GIB,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Greece,GRC,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,11.25,10.46,9.98,9.41,10.31,9.99,9.01,8.4,7.76,9.62,12.71,17.87,24.44,27.47,26.49,24.9,23.54,21.49,19.29,17.31,16.85
Greenland,GRL,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Grenada,GRD,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Guam,GUM,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,15.32,13.21,11.39,9.44,7.7,7,7.4,8.3,8.95,9.3,8.2,13.3,12.2,11.5,7.6,6.9,5.4,5.49,5.59,5.65,7.51
Guatemala,GTM,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,2.8,2.78,2.81,2.81,2.97,3.02,3.02,3.03,3.08,3.36,3.5,3.12,2.77,3.02,2.72,2.51,2.58,2.46,2.41,2.36,4.65
Guinea,GIN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,4.53,4.52,4.55,4.55,4.51,4.45,4.35,4.25,4.21,4.42,4.45,4.45,4.45,4.46,4.41,4.38,4.33,4.26,4.19,4.14,4.35
Guinea-Bissau,GNB,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,3.16,3.14,3.17,3.17,3.13,3.08,2.98,2.9,2.86,3.05,3.08,3.08,3.08,3.09,3.04,3.01,2.97,2.9,2.84,2.79,3.16
Guyana,GUY,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,11.84,11.79,11.81,11.61,11.34,11.06,10.7,10.84,11.05,11.69,12.05,12.35,12.67,12.99,13.21,13.46,13.69,13.85,14.02,13.91,15.82
Haiti,HTI,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,8.22,9.31,10.54,11.8,13.06,14.33,15.54,16.8,16.06,15.9,15.34,14.7,14.1,14.12,14.02,13.95,13.86,13.72,13.58,13.48,14.5
Honduras,HND,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,3.92,4,4.02,5.3,5.99,4.91,3.58,3.21,3.16,3.29,4.12,4.48,3.75,5.65,7.08,6.15,6.73,5.53,5.65,5.57,9.39
Hong Kong SAR China,HKG,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,4.92,5.09,7.28,7.86,6.74,5.58,4.77,4.01,3.56,5.26,4.31,3.42,3.29,3.4,3.3,3.32,3.39,3.09,3.04,2.96,5.8
Hungary,HUN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,6.56,5.67,5.61,5.79,5.83,7.19,7.49,7.41,7.82,10.03,11.17,11.03,11,10.18,7.73,6.81,5.12,4.16,3.71,3.42,4.35
Iceland,ISL,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,1.94,1.87,2.99,4,4.03,2.55,2.83,2.25,2.95,7.22,7.56,7.03,6,5.38,4.9,3.98,2.98,2.74,2.7,3.51,5.01
India,IND,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,5.75,5.73,5.77,5.77,5.72,5.65,5.52,5.41,5.36,5.61,5.65,5.65,5.66,5.67,5.6,5.56,5.51,5.41,5.33,5.27,7.11
Indonesia,IDN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,6.08,6.08,6.6,6.66,7.3,7.95,7.55,8.06,7.21,6.11,5.61,5.15,4.47,4.34,4.05,4.51,4.3,3.88,4.4,3.62,4.11
Iran Islamic Rep.,IRN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,11.48,12.09,12.8,11.54,10.3,12.1,11.2,10.6,10.48,11.97,13.52,12.45,12.63,10.44,10.57,11.06,12.43,12.1,12.06,11.14,10.96
Iraq,IRQ,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,9.04,9.02,9.07,9.06,9.01,8.93,8.78,8.65,8.4,8.49,8.34,8.15,7.97,9.27,10.59,10.72,10.82,13.02,12.87,12.76,13.74
Ireland,IRL,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,4.32,3.68,4.22,4.48,4.49,4.34,4.42,4.98,6.77,12.61,14.53,15.35,15.45,13.74,11.86,9.91,8.37,6.71,5.74,4.95,5.92
Isle of Man,IMN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Israel,ISR,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,11.1,11.81,12.89,13.51,13.03,11.34,10.71,9.38,7.7,9.53,8.48,7.14,6.86,6.21,5.89,5.25,4.8,4.22,4,3.8,4.61
Italy,ITA,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,10.84,9.6,9.21,8.87,7.87,7.73,6.78,6.08,6.72,7.75,8.36,8.36,10.66,12.15,12.68,11.9,11.69,11.21,10.61,9.95,9.31
Jamaica,JAM,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,15.54,14.93,14.19,11.74,11.44,11.26,10.33,9.75,10.33,11.36,12.37,12.7,13.93,15.25,13.74,13.51,13.19,11.63,9.1,7.72,8.4
Japan,JPN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,4.7,5,5.4,5.3,4.7,4.4,4.1,3.9,4,5.1,5.1,4.52,4.3,4,3.6,3.4,3.1,2.8,2.4,2.4,2.97
Jordan,JOR,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,13.7,14.7,15.3,14.5,14.67,14.8,14,13.1,12.7,12.9,12.5,12.9,12.2,12.6,11.9,13.08,15.28,15.78,16.29,16.85,18.5
Kazakhstan,KAZ,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,12.75,10.43,9.33,8.78,8.4,8.13,7.79,7.26,6.63,6.55,5.77,5.39,5.29,5.2,5.06,4.93,4.96,4.9,4.85,4.8,6.05
Kenya,KEN,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,2.93,2.91,2.94,2.94,2.91,2.86,2.77,2.69,2.66,2.83,2.86,2.86,2.86,2.87,2.82,2.8,2.76,2.69,2.64,2.6,2.98
Kiribati,KIR,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Korea Dem. People's Rep.,PRK,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,2.97,2.96,2.99,2.99,2.95,2.9,2.8,2.72,2.69,2.87,2.9,2.9,2.9,2.91,2.86,2.83,2.79,2.72,2.66,2.62,2.81
Korea Rep.,KOR,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,4.4,4,3.3,3.6,3.7,3.7,3.5,3.2,3.2,3.6,3.7,3.4,3.2,3.1,3.5,3.55,3.65,3.65,3.82,3.75,4.07
Kosovo,XKX,Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
